Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Name
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
6.0,6.0,28.3,1.8,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
6.0,5.0,19.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,5.0,19.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
5.0,4.0,12.6,1.5,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
6.0,6.0,28.3,1.8,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
5.0,4.0,12.6,1.5,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
6.0,5.0,19.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,5.0,19.6,1.8,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,5.0,19.6,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
7.0,6.0,28.3,2.1,Platanus x acerifolia 'Bloodgood'
4.0,2.0,3.1,1.2,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
4.5,3.5,9.6,1.3,Platanus x acerifolia 'Bloodgood'
4.5,3.5,9.6,1.3,Platanus x acerifolia 'Bloodgood'
5.0,3.5,9.6,1.5,Platanus x acerifolia 'Bloodgood'
4.5,4.0,12.6,1.3,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.5,15.9,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
6.0,4.0,12.6,1.8,Platanus x acerifolia 'Bloodgood'
5.0,3.0,7.1,1.5,Platanus x acerifolia 'Bloodgood'
5.0,3.0,7.1,1.5,Platanus x acerifolia 'Bloodgood'
5.0,3.0,7.1,1.5,Platanus x acerifolia 'Bloodgood'
5.0,3.0,7.1,1.5,Platanus x acerifolia 'Bloodgood'
16.0,12.0,113.1,4.8,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
10.8,7.0,38.4,3.2,Platanus x acerifolia 'Bloodgood'
22.0,17.0,227.0,6.6,Platanus x acerifolia 'Bloodgood'
21.0,14.0,153.9,6.3,Platanus x acerifolia 'Bloodgood'
22.0,17.0,227.0,6.6,Platanus x acerifolia 'Bloodgood'
21.0,16.0,201.1,6.3,Platanus x acerifolia 'Bloodgood'
22.0,12.0,113.1,6.6,Platanus x acerifolia 'Bloodgood'
16.0,9.0,63.6,4.8,Platanus x acerifolia 'Bloodgood'
18.0,13.0,132.7,5.4,Platanus x acerifolia 'Bloodgood'
21.0,12.0,113.1,6.3,Platanus x acerifolia 'Bloodgood'
21.0,12.0,113.1,6.3,Platanus x acerifolia 'Bloodgood'
21.0,12.0,113.1,6.3,Platanus x acerifolia 'Bloodgood'
21.0,11.0,95.0,6.3,Platanus x acerifolia 'Bloodgood'
22.0,14.0,153.9,6.6,Platanus x acerifolia 'Bloodgood'
22.0,16.0,201.1,6.6,Platanus x acerifolia 'Bloodgood'
24.0,15.0,176.7,7.2,Platanus x acerifolia 'Bloodgood'
22.0,15.0,176.7,6.6,Platanus x acerifolia 'Bloodgood'
22.0,16.0,201.1,6.6,Platanus x acerifolia 'Bloodgood'
19.0,6.0,28.3,5.7,Platanus x acerifolia 'Bloodgood'
20.0,12.0,113.1,6.0,Platanus x acerifolia 'Bloodgood'
26.0,16.0,201.1,7.8,Platanus x acerifolia 'Bloodgood'
22.0,10.0,78.5,6.6,Platanus orientalis
15.8,9.8,75.6,4.7,Populus alba
21.0,6.0,28.3,6.3,Populus nigra
20.0,3.0,7.1,6.0,Populus nigra
19.0,5.0,19.6,5.7,Populus nigra
16.0,5.0,19.6,4.8,Populus nigra
17.0,9.0,63.6,5.1,Populus nigra
18.0,10.0,78.5,5.4,Populus nigra
18.0,10.0,78.5,5.4,Populus nigra
19.0,11.0,95.0,5.7,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
15.0,3.0,7.1,4.5,Populus nigra
15.0,4.0,12.6,4.5,Populus nigra
16.0,6.0,28.3,4.8,Populus nigra
20.0,6.0,28.3,6.0,Populus nigra
19.0,11.0,95.0,5.7,Populus nigra
32.0,20.0,314.2,9.6,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
16.0,3.0,7.1,4.8,Populus nigra
16.0,12.0,113.1,4.8,Populus nigra
17.0,3.0,7.1,5.1,Populus nigra
18.0,3.0,7.1,5.4,Populus nigra
18.0,10.0,78.5,5.4,Populus nigra
18.0,7.0,38.5,5.4,Populus nigra
24.0,12.0,113.1,7.2,Populus nigra
21.0,6.0,28.3,6.3,Populus nigra
18.7,6.6,33.8,5.6,Populus nigra
18.7,6.6,33.8,5.6,Populus nigra
20.0,6.0,28.3,6.0,Populus nigra
22.0,7.0,38.5,6.6,Populus nigra
15.0,4.0,12.6,4.5,Populus nigra
15.0,4.0,12.6,4.5,Populus nigra
16.0,22.0,380.1,4.8,Populus nigra
18.0,10.0,78.5,5.4,Populus nigra
18.0,10.0,78.5,5.4,Populus nigra
19.0,11.0,95.0,5.7,Populus nigra
18.0,10.0,78.5,5.4,Populus nigra
18.7,6.6,33.8,5.6,Populus nigra
18.1,7.2,40.4,5.4,Populus
5.3,3.9,11.8,1.6,Prunus avium
11.0,8.0,50.3,3.3,Prunus avium
5.3,3.9,11.8,1.6,Prunus avium
5.3,3.9,11.8,1.6,Prunus avium
5.3,3.9,11.8,1.6,Prunus avium
5.3,3.9,11.8,1.6,Prunus avium
5.3,3.9,11.8,1.6,Prunus avium
5.3,3.9,11.8,1.6,Prunus avium
4.9,3.7,10.6,1.5,Prunus cerasifera
6.0,4.0,12.6,1.8,Prunus cerasifera
5.0,3.5,9.6,1.5,Prunus cerasifera
5.5,4.0,12.6,1.7,Prunus cerasifera
5.5,4.0,12.6,1.7,Prunus cerasifera
6.0,4.0,12.6,1.8,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
6.0,5.0,19.6,1.8,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
4.9,3.7,10.6,1.5,Prunus cerasifera
7.0,6.0,28.3,2.1,Prunus cerasifera
9.0,6.0,28.3,2.7,Prunus dulcis
7.0,6.0,28.3,2.1,Prunus cerasifera
5.0,9.0,63.6,1.5,Prunus cerasifera
6.0,12.0,113.1,1.8,Prunus cerasifera
7.0,6.0,28.3,2.1,Prunus cerasifera
7.0,6.0,28.3,2.1,Prunus cerasifera
5.0,9.0,63.6,1.5,Prunus cerasifera
6.0,10.7,89.4,1.8,Prunus laurocerasus
6.0,8.0,50.3,1.8,Prunus mahaleb
6.0,8.0,50.3,1.8,Prunus mahaleb
6.0,8.0,50.3,1.8,Prunus mahaleb
6.0,8.0,50.3,1.8,Prunus mahaleb
6.0,8.0,50.3,1.8,Prunus mahaleb
6.0,8.0,50.3,1.8,Prunus mahaleb
6.0,8.0,50.3,1.8,Prunus mahaleb
5.0,3.7,10.9,1.5,Prunus
4.0,4.0,12.6,1.2,Prunus
4.0,4.0,12.6,1.2,Prunus
4.5,5.0,19.6,1.3,Prunus
4.0,6.0,28.3,1.2,Prunus
5.0,12.0,113.1,1.5,Fraxinus excelsior
5.0,3.7,10.9,1.5,Prunus
5.0,3.7,10.9,1.5,Prunus
5.0,3.7,10.9,1.5,Prunus
16.1,5.7,25.6,4.8,Pseudotsuga menziesii
16.1,5.7,25.6,4.8,Pseudotsuga menziesii
9.0,14.0,153.9,2.7,Pterocarya rhoifolia
6.0,7.0,38.5,1.8,Pterocarya
6.0,7.0,38.5,1.8,Pterocarya
6.0,5.5,23.8,1.8,Pterocarya
6.0,6.0,28.3,1.8,Pterocarya
6.0,5.0,19.6,1.8,Pterocarya
6.0,4.0,12.6,1.8,Quercus ilex
12.0,9.0,63.6,3.6,Quercus rubra
12.0,9.0,63.6,3.6,Quercus rubra
11.0,8.0,50.3,3.3,Quercus rubra
12.0,9.0,63.6,3.6,Quercus rubra
8.6,5.9,27.8,2.6,Quercus petraea
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
12.5,6.5,33.2,3.8,Quercus pubescens
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
7.0,2.5,4.9,2.1,Quercus robur
4.0,2.5,4.9,1.2,Quercus robur
4.0,2.0,3.1,1.2,Quercus robur
6.0,2.0,3.1,1.8,Quercus robur
6.0,2.0,3.1,1.8,Quercus robur
3.5,1.5,1.8,1.0,Quercus robur
3.5,1.5,1.8,1.0,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
6.0,3.9,12.0,1.8,Quercus robur
14.0,5.0,19.6,4.2,Quercus robur
11.0,12.0,113.1,3.3,Quercus petraea
4.0,1.5,1.8,1.2,Quercus rubra
6.6,4.3,14.5,2.0,Quercus
6.6,4.3,14.5,2.0,Quercus
6.6,4.3,14.5,2.0,Quercus
20.0,20.0,314.2,6.0,Quercus robur
7.0,6.0,28.3,2.1,Quercus petraea
7.0,6.0,28.3,2.1,Quercus petraea
2.0,5.0,19.6,0.6,Rhus typhina
11.0,7.0,38.5,3.3,Robinia pseudoacacia
13.0,7.0,38.5,3.9,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.0,8.5,56.7,3.3,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
5.0,9.0,63.6,1.5,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
6.0,9.0,63.6,1.8,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
10.0,16.0,201.1,3.0,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
23.0,12.0,113.1,6.9,Robinia pseudoacacia
17.0,8.0,50.3,5.1,Robinia pseudoacacia
9.0,5.0,19.6,2.7,Robinia pseudoacacia
15.0,7.0,38.5,4.5,Robinia pseudoacacia
14.0,6.0,28.3,4.2,Robinia pseudoacacia
14.5,6.0,28.3,4.4,Robinia pseudoacacia
13.0,5.0,19.6,3.9,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
14.0,7.5,44.2,4.2,Robinia pseudoacacia
16.0,8.0,50.3,4.8,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
13.0,10.0,78.5,3.9,Robinia pseudoacacia
9.0,7.0,38.5,2.7,Robinia pseudoacacia
13.0,7.0,38.5,3.9,Robinia pseudoacacia
13.0,8.0,50.3,3.9,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
11.3,5.9,27.5,3.4,Robinia pseudoacacia
8.0,5.3,21.7,2.4,Salix x sepulcralis v. chrysocoma
8.0,5.3,21.7,2.4,Salix x sepulcralis v. chrysocoma
6.0,6.0,28.3,1.8,Sambucus nigra
4.4,3.1,7.5,1.3,Sambucus nigra
8.0,8.0,50.3,2.4,Sequoiadendron giganteum
7.7,6.2,30.3,2.3,Sophora japonica
13.0,10.0,78.5,3.9,Sophora japonica
11.0,8.0,50.3,3.3,Sophora japonica
7.0,6.0,28.3,2.1,Sophora japonica
6.0,8.0,50.3,1.8,Sophora japonica
12.0,10.0,78.5,3.6,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
8.0,7.0,38.5,2.4,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
10.0,10.0,78.5,3.0,Sophora japonica
5.0,4.0,12.6,1.5,Sophora japonica
15.0,8.0,50.3,4.5,Sophora japonica
12.0,9.0,63.6,3.6,Sophora japonica
5.0,2.0,3.1,1.5,Celtis australis
15.0,10.0,78.5,4.5,Sophora japonica
14.0,8.0,50.3,4.2,Sophora japonica
14.0,7.0,38.5,4.2,Sophora japonica
16.0,13.0,132.7,4.8,Sophora japonica
6.0,8.0,50.3,1.8,Sophora japonica
10.0,6.0,28.3,3.0,Sophora japonica
4.0,5.0,19.6,1.2,Sophora japonica
12.0,8.0,50.3,3.6,Sophora japonica
13.0,10.0,78.5,3.9,Sophora japonica
4.0,5.0,19.6,1.2,Sophora japonica
4.0,5.0,19.6,1.2,Sophora japonica
6.0,9.0,63.6,1.8,Sophora japonica
6.0,8.0,50.3,1.8,Sophora japonica
5.0,2.6,5.2,1.5,Sorbus aucuparia
5.0,2.6,5.2,1.5,Sorbus aucuparia
5.0,2.6,5.2,1.5,Sorbus aucuparia
5.0,2.6,5.2,1.5,Sorbus aucuparia
6.0,4.0,12.6,1.8,Fraxinus angustifolia
6.0,6.0,28.3,1.8,Sorbus thuringiaca
4.0,1.5,1.8,1.2,Sorbus thuringiaca
5.0,6.0,28.3,1.5,Sorbus thuringiaca
5.0,6.0,28.3,1.5,Sorbus thuringiaca
8.3,6.0,28.3,2.5,Taxus baccata
8.3,6.0,28.3,2.5,Taxus baccata
8.3,6.0,28.3,2.5,Taxus baccata
2.5,1.0,0.8,0.8,Taxus baccata
2.5,1.0,0.8,0.8,Taxus baccata
8.3,6.0,28.3,2.5,Taxus baccata
8.3,6.0,28.3,2.5,Taxus baccata
8.3,6.0,28.3,2.5,Taxus baccata
8.3,6.0,28.3,2.5,Taxus baccata
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
8.0,4.0,12.6,2.4,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
7.0,6.0,28.3,2.1,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.7,5.0,19.6,2.0,Thuja orientalis
6.5,4.6,16.4,1.9,Thuja
6.5,4.6,16.4,1.9,Thuja
6.5,4.6,16.4,1.9,Thuja
6.5,4.6,16.4,1.9,Thuja
4.0,2.0,3.1,1.2,Thuja
4.0,2.0,3.1,1.2,Thuja
4.0,2.0,3.1,1.2,Thuja
4.0,2.0,3.1,1.2,Thuja
6.5,4.6,16.4,1.9,Thuja
4.0,2.0,3.1,1.2,Tilia cordata
8.0,8.0,50.3,2.4,Tilia cordata
4.0,2.0,3.1,1.2,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
7.0,6.0,28.3,2.1,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
6.4,4.4,14.9,1.9,Tilia cordata
17.0,9.0,63.6,5.1,Tilia platyphyllos
12.0,8.0,50.3,3.6,Tilia platyphyllos
12.0,11.0,95.0,3.6,Tilia x europaea
6.0,6.0,28.3,1.8,Tilia platyphyllos
