Name,Height (m),Crown Width (m),Canopy Cover (m2),Crown Height (m),Gross Carbon Sequestration (kg/yr)
Platanus x hispanica,16.0,13.0,132.7,4.8,8.1
Platanus x hispanica,22.0,18.0,254.5,6.6,0.7
Platanus x hispanica,24.0,19.0,283.5,7.2,5.5
Platanus x hispanica,26.0,23.0,415.5,7.8,8.1
Platanus x hispanica,26.0,22.0,380.1,7.8,8.1
Platanus x hispanica,25.0,19.0,283.5,7.5,0.3
Platanus x hispanica,25.0,15.0,176.7,7.5,0.3
Platanus x hispanica,20.0,12.0,113.1,6.0,36.5
Platanus x hispanica,5.0,2.5,4.9,1.5,1.5
Platanus x hispanica,6.0,3.5,9.6,1.8,1.7
Platanus x hispanica,24.0,14.0,153.9,7.2,32.8
Platanus x hispanica,24.0,15.0,176.7,7.2,32.8
Platanus x hispanica,24.0,19.0,283.5,7.2,30.1
Platanus x hispanica,6.0,6.0,28.3,1.8,3.8
Platanus x hispanica,24.0,18.0,254.5,7.2,5.5
Platanus x hispanica,5.5,2.0,3.1,1.7,1.3
Platanus x hispanica,25.0,18.0,254.5,7.5,0.7
Platanus x hispanica,12.0,5.0,19.6,3.6,7.1
Platanus x hispanica,25.0,20.0,314.2,7.5,1.9
Platanus x hispanica,22.0,12.0,113.1,6.6,18.1
Platanus x hispanica,24.0,18.0,254.5,7.2,30.1
Platanus x hispanica,24.0,17.0,227.0,7.2,34.9
Platanus x hispanica,25.0,20.0,314.2,7.5,0.7
Platanus x hispanica,24.0,14.0,153.9,7.2,28.3
Platanus x hispanica,24.0,18.0,254.5,7.2,34.9
Platanus x hispanica,24.0,18.0,254.5,7.2,30.1
Platanus x hispanica,24.0,18.0,254.5,7.2,34.9
Platanus x hispanica,23.0,12.0,113.1,6.9,34.9
Platanus x hispanica,24.0,14.0,153.9,7.2,36.5
Platanus x hispanica,24.0,14.0,153.9,7.2,36.5
Platanus x hispanica,24.0,20.0,314.2,7.2,1.9
Platanus x hispanica,8.0,6.0,28.3,2.4,5.3
Platanus x hispanica,5.0,1.5,1.8,1.5,1.1
Platanus x hispanica,20.0,12.0,113.1,6.0,31.0
Platanus x hispanica,20.0,12.0,113.1,6.0,31.0
Platanus x hispanica,20.0,12.0,113.1,6.0,31.0
Platanus x hispanica,15.0,12.0,113.1,4.5,7.4
Platanus x hispanica,20.0,12.0,113.1,6.0,31.0
Platanus x hispanica,20.0,12.0,113.1,6.0,31.0
Platanus x hispanica,5.5,2.0,3.1,1.7,1.7
Platanus x hispanica,22.0,10.0,78.5,6.6,34.9
Platanus x hispanica,25.0,12.0,113.1,7.5,30.1
Platanus x hispanica,24.0,12.0,113.1,7.2,36.5
Platanus x hispanica,23.0,13.0,132.7,6.9,3.1
Platanus x hispanica,24.0,15.0,176.7,7.2,34.9
Platanus x hispanica,18.0,15.0,176.7,5.4,6.7
Platanus x hispanica,22.0,14.0,153.9,6.6,31.0
Platanus x hispanica,24.0,13.0,132.7,7.2,31.0
Platanus x hispanica,24.0,16.0,201.1,7.2,31.0
Platanus x hispanica,22.0,12.0,113.1,6.6,20.5
Platanus x hispanica,24.0,17.0,227.0,7.2,28.3
Platanus x hispanica,20.0,12.0,113.1,6.0,5.5
Platanus x hispanica,6.0,3.0,7.1,1.8,1.5
Platanus x hispanica,12.0,12.0,113.1,3.6,3.1
Platanus x hispanica,18.0,9.0,63.6,5.4,21.5
Platanus x hispanica,8.0,5.5,23.8,2.4,2.7
Platanus x hispanica,12.0,11.0,95.0,3.6,7.1
Platanus x hispanica,11.0,9.0,63.6,3.3,4.7
Platanus x hispanica,12.0,10.0,78.5,3.6,6.7
Platanus x hispanica,11.0,9.0,63.6,3.3,4.4
Platanus x hispanica,12.0,10.0,78.5,3.6,8.2
Platanus x hispanica,6.0,1.5,1.8,1.8,0.9
Platanus x hispanica,3.0,2.0,3.1,0.9,1.5
Platanus x hispanica,11.0,8.0,50.3,3.3,4.7
Platanus x hispanica,12.0,10.0,78.5,3.6,8.5
Platanus x hispanica,13.0,10.0,78.5,3.9,8.5
Platanus x hispanica,8.0,6.0,28.3,2.4,3.0
Platanus x hispanica,5.0,3.0,7.1,1.5,2.2
Platanus x hispanica,7.0,6.0,28.3,2.1,3.8
Platanus x hispanica,7.0,6.0,28.3,2.1,3.5
Platanus x hispanica,18.0,20.0,314.2,5.4,0.3
Platanus x hispanica,10.0,9.0,63.6,3.0,3.8
Platanus x hispanica,12.0,10.0,78.5,3.6,6.7
Platanus x hispanica,12.0,10.0,78.5,3.6,7.8
Platanus x hispanica,25.0,21.0,346.4,7.5,8.1
Platanus x hispanica,24.0,26.0,530.9,7.2,8.1
Platanus x hispanica,20.0,13.0,132.7,6.0,30.1
Platanus x hispanica,25.0,24.0,452.4,7.5,0.3
Platanus x hispanica,24.0,20.0,314.2,7.2,30.1
Platanus x hispanica,11.0,6.0,28.3,3.3,9.7
Platanus x hispanica,11.0,9.0,63.6,3.3,21.5
Platanus x hispanica,27.0,26.0,530.9,8.1,8.1
Platanus x hispanica,7.0,6.0,28.3,2.1,4.4
Platanus x hispanica,25.0,18.0,254.5,7.5,5.5
Platanus x hispanica,11.0,10.0,78.5,3.3,7.1
Platanus x hispanica,12.0,11.0,95.0,3.6,5.3
Platanus x hispanica,10.0,8.0,50.3,3.0,4.4
Platanus x hispanica,11.0,9.0,63.6,3.3,5.3
Platanus x hispanica,11.0,9.0,63.6,3.3,5.3
Platanus x hispanica,11.0,8.0,50.3,3.3,4.7
Platanus x hispanica,8.0,8.0,50.3,2.4,3.5
Platanus x hispanica,8.0,7.0,38.5,2.4,3.5
Platanus x hispanica,7.0,7.0,38.5,2.1,3.5
Platanus x hispanica,6.0,3.0,7.1,1.8,1.5
Platanus x hispanica,7.0,6.0,28.3,2.1,4.7
Platanus x hispanica,6.5,5.0,19.6,1.9,2.7
Platanus x hispanica,5.0,3.0,7.1,1.5,2.7
Platanus x hispanica,5.0,3.0,7.1,1.5,2.2
Platanus x hispanica,6.0,3.0,7.1,1.8,2.7
Platanus x hispanica,6.0,3.0,7.1,1.8,2.7
Platanus x hispanica,6.0,3.0,7.1,1.8,2.7
Platanus x hispanica,6.0,2.5,4.9,1.8,1.5
Platanus x hispanica,6.0,2.5,4.9,1.8,1.5
Platanus x hispanica,6.0,2.5,4.9,1.8,1.5
Platanus x hispanica,7.0,3.0,7.1,2.1,1.7
Platanus x hispanica,7.0,3.0,7.1,2.1,2.0
Platanus x hispanica,7.0,3.0,7.1,2.1,2.0
Platanus x hispanica,18.0,16.0,201.1,5.4,5.5
Platanus x hispanica,17.0,11.0,95.0,5.1,3.1
Platanus x hispanica,6.0,2.5,4.9,1.8,1.7
Platanus x hispanica,7.0,3.0,7.1,2.1,1.7
Platanus x hispanica,7.0,3.0,7.1,2.1,1.7
Platanus x hispanica,6.0,3.0,7.1,1.8,1.5
Platanus x hispanica,6.0,2.5,4.9,1.8,1.5
Platanus x hispanica,4.0,2.5,4.9,1.2,1.5
Platanus x hispanica,7.0,3.0,7.1,2.1,2.2
Platanus x hispanica,21.0,12.0,113.1,6.3,0.7
Platanus x hispanica,6.5,5.0,19.6,1.9,3.0
Platanus x hispanica,10.0,11.0,95.0,3.0,6.0
Platanus x hispanica,10.0,10.0,78.5,3.0,6.7
Platanus x hispanica,21.0,16.0,201.1,6.3,34.9
Platanus x hispanica,26.0,24.0,452.4,7.8,8.1
Platanus x hispanica,5.0,2.5,4.9,1.5,1.5
Platanus x hispanica,14.0,12.0,113.1,4.2,34.9
Platanus x hispanica,23.0,22.0,380.1,6.9,0.3
Platanus x hispanica,5.0,3.0,7.1,1.5,2.0
Platanus x hispanica,16.0,18.0,254.5,4.8,0.7
Platanus x hispanica,15.0,9.0,63.6,4.5,11.3
Platanus x hispanica,6.0,2.0,3.1,1.8,2.4
Platanus x hispanica,6.0,2.0,3.1,1.8,2.4
Platanus x hispanica,5.0,1.5,1.8,1.5,2.2
Platanus x hispanica,6.0,2.0,3.1,1.8,2.2
Platanus x hispanica,6.0,2.0,3.1,1.8,2.2
Platanus x hispanica,7.0,3.0,7.1,2.1,2.2
Platanus x hispanica,7.0,3.0,7.1,2.1,2.2
Platanus x hispanica,5.0,2.5,4.9,1.5,1.5
Platanus x hispanica,24.0,16.0,201.1,7.2,36.5
Platanus x hispanica,28.0,25.0,490.9,8.4,3.1
Platanus x hispanica,15.0,12.0,113.1,4.5,9.3
Platanus x hispanica,25.0,10.0,78.5,7.5,0.3
Platanus x hispanica,8.0,5.0,19.6,2.4,7.1
Platanus x hispanica,26.0,18.0,254.5,7.8,8.1
Platanus x hispanica,20.0,17.0,227.0,6.0,0.3
Platanus x hispanica,20.0,17.0,227.0,6.0,0.3
Platanus x hispanica,20.0,17.0,227.0,6.0,8.1
Platanus x hispanica,22.0,15.0,176.7,6.6,22.5
Platanus x hispanica,22.0,16.0,201.1,6.6,0.3
Platanus x hispanica,23.0,21.0,346.4,6.9,34.9
Platanus x hispanica,22.0,13.0,132.7,6.6,15.7
Platanus x hispanica,21.0,8.0,50.3,6.3,18.1
Platanus x hispanica,22.0,15.0,176.7,6.6,30.1
Platanus x hispanica,21.0,13.0,132.7,6.3,25.6
Platanus x hispanica,23.0,14.0,153.9,6.9,32.8
Platanus x hispanica,25.0,10.0,78.5,7.5,0.3
Platanus x hispanica,16.0,20.0,314.2,4.8,8.1
Platanus x hispanica,23.0,10.0,78.5,6.9,33.7
Platanus x hispanica,21.0,9.0,63.6,6.3,26.7
Platanus x hispanica,25.0,19.0,283.5,7.5,34.9
Platanus x hispanica,23.0,13.0,132.7,6.9,32.8
Platanus x hispanica,22.0,11.0,95.0,6.6,36.5
Platanus x hispanica,22.0,13.0,132.7,6.6,10.5
Platanus x hispanica,24.0,18.0,254.5,7.2,1.9
Platanus x hispanica,25.0,18.0,254.5,7.5,32.8
Platanus x hispanica,21.0,15.0,176.7,6.3,20.5
Platanus x hispanica,19.0,13.0,132.7,5.7,31.0
Platanus x hispanica,24.0,21.0,346.4,7.2,30.1
Platanus x hispanica,21.0,18.0,254.5,6.3,32.8
Platanus x hispanica,20.0,10.0,78.5,6.0,15.7
Platanus x hispanica,23.0,11.0,95.0,6.9,31.0
Platanus x hispanica,23.0,17.0,227.0,6.9,30.1
Platanus x hispanica,21.0,12.0,113.1,6.3,31.0
Platanus x hispanica,10.0,6.0,28.3,3.0,11.8
Platanus x hispanica,18.0,20.0,314.2,5.4,0.7
Platanus x hispanica,4.0,1.5,1.8,1.2,0.9
Platanus x hispanica,8.0,7.0,38.5,2.4,3.5
Platanus x hispanica,24.0,17.0,227.0,7.2,28.3
Platanus x hispanica,18.0,16.0,201.1,5.4,25.6
Platanus x hispanica,18.0,15.0,176.7,5.4,31.0
Platanus x hispanica,9.0,8.0,50.3,2.7,5.0
Platanus x hispanica,17.0,12.0,113.1,5.1,27.8
Platanus x hispanica,23.0,16.0,201.1,6.9,36.5
Platanus x hispanica,23.0,16.0,201.1,6.9,34.9
Platanus x hispanica,22.0,11.0,95.0,6.6,30.4
Platanus x hispanica,21.0,11.0,95.0,6.3,35.4
Platanus x hispanica,11.0,10.0,78.5,3.3,7.1
Platanus x hispanica,10.0,11.0,95.0,3.0,8.2
Platanus x hispanica,16.0,8.0,50.3,4.8,25.6
Platanus x hispanica,10.0,5.0,19.6,3.0,6.7
Platanus x hispanica,8.0,4.0,12.6,2.4,3.2
Platanus x hispanica,27.0,17.0,227.0,8.1,0.7
Platanus x hispanica,24.0,18.0,254.5,7.2,33.3
Platanus x hispanica,18.0,20.0,314.2,5.4,0.3
Platanus x hispanica,15.0,16.0,201.1,4.5,8.1
Platanus x hispanica,25.0,24.0,452.4,7.5,0.3
Platanus x hispanica,18.0,17.0,227.0,5.4,8.1
Platanus x hispanica,25.0,22.0,380.1,7.5,8.1
Platanus x hispanica,23.0,18.0,254.5,6.9,0.7
Platanus x hispanica,19.0,18.0,254.5,5.7,0.3
Platanus x hispanica,18.0,18.0,254.5,5.4,3.1
Platanus x hispanica,14.0,15.0,176.7,4.2,15.7
Platanus x hispanica,14.0,23.0,415.5,4.2,8.1
Platanus x hispanica,16.0,22.0,380.1,4.8,8.1
Platanus x hispanica,22.0,21.0,346.4,6.6,8.1
Platanus x hispanica,8.0,4.0,12.6,2.4,3.2
Platanus x hispanica,19.0,17.0,227.0,5.7,31.0
Platanus x hispanica,25.0,14.0,153.9,7.5,36.5
Platanus x hispanica,21.0,10.0,78.5,6.3,4.3
Platanus x hispanica,6.0,3.0,7.1,1.8,1.3
Platanus x hispanica,21.0,9.0,63.6,6.3,36.5
Platanus x hispanica,9.0,8.0,50.3,2.7,10.1
Platanus x hispanica,16.0,12.0,113.1,4.8,34.9
Platanus x hispanica,16.0,10.0,78.5,4.8,8.1
Platanus x hispanica,4.5,3.5,9.6,1.3,1.5
Platanus x hispanica,4.5,2.5,4.9,1.3,1.7
Platanus x hispanica,4.5,2.5,4.9,1.3,1.3
Platanus x hispanica,12.0,10.0,78.5,3.6,8.9
Platanus x hispanica,4.5,3.0,7.1,1.3,1.3
Platanus x hispanica,8.0,8.5,56.7,2.4,6.7
Platanus x hispanica,26.0,26.0,530.9,7.8,8.1
Platanus x hispanica,27.0,24.0,452.4,8.1,8.1
Platanus x hispanica,12.0,8.0,50.3,3.6,7.4
Platanus x hispanica,13.0,13.0,132.7,3.9,13.1
Platanus x hispanica,15.0,12.0,113.1,4.5,17.1
Platanus x hispanica,26.0,16.0,201.1,7.8,8.1
Platanus x hispanica,16.0,16.0,201.1,4.8,20.5
Platanus x hispanica,13.0,13.0,132.7,3.9,13.1
Platanus x hispanica,6.0,5.0,19.6,1.8,3.0
Platanus x hispanica,8.0,5.0,19.6,2.4,5.7
Platanus x hispanica,8.0,5.0,19.6,2.4,8.2
Platanus x hispanica,26.0,22.0,380.1,7.8,34.9
Platanus x hispanica,12.0,8.0,50.3,3.6,8.9
Platanus x hispanica,17.0,15.0,176.7,5.1,34.9
Platanus x hispanica,25.0,20.0,314.2,7.5,8.1
Platanus x hispanica,11.0,8.0,50.3,3.3,6.7
Platanus x hispanica,6.0,3.5,9.6,1.8,2.0
Platanus x hispanica,6.0,3.5,9.6,1.8,1.5
Platanus x hispanica,4.0,2.5,4.9,1.2,1.3
Platanus x hispanica,4.0,2.0,3.1,1.2,0.8
Platanus x hispanica,12.0,7.0,38.5,3.6,10.9
Platanus x hispanica,25.0,20.0,314.2,7.5,8.1
Platanus x hispanica,4.5,3.0,7.1,1.3,1.5
Platanus x hispanica,12.0,8.0,50.3,3.6,8.9
Platanus x hispanica,10.5,8.0,50.3,3.2,7.1
Platanus x hispanica,11.0,8.5,56.7,3.3,8.9
Platanus x hispanica,4.5,3.5,9.6,1.3,1.5
Platanus x hispanica,25.0,7.0,38.5,7.5,36.5
Platanus x hispanica,27.0,15.0,176.7,8.1,8.1
Platanus x hispanica,18.0,10.0,78.5,5.4,30.1
Platanus x hispanica,28.0,25.0,490.9,8.4,0.3
Platanus x hispanica,24.0,18.0,254.5,7.2,0.3
Platanus x hispanica,11.0,9.0,63.6,3.3,9.7
Tilia cordata,4.5,2.0,3.1,1.3,1.1
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,3.0,1.0,0.8,0.9,0.8
Tilia cordata,9.0,7.0,38.5,2.7,12.5
Tilia cordata,3.5,1.5,1.8,1.0,0.7
Tilia cordata,5.0,3.0,7.1,1.5,1.1
Tilia cordata,3.0,1.0,0.8,0.9,0.8
Tilia cordata,3.0,1.0,0.8,0.9,0.8
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,8.0,8.0,50.3,2.4,3.8
Tilia cordata,8.0,8.0,50.3,2.4,3.8
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,4.0,2.0,3.1,1.2,0.7
Tilia cordata,5.0,4.0,12.6,1.5,2.3
Tilia cordata,6.0,6.0,28.3,1.8,2.4
Tilia cordata,7.0,6.0,28.3,2.1,2.3
Tilia cordata,7.0,6.0,28.3,2.1,2.3
Tilia cordata,18.0,9.0,63.6,5.4,22.0
Tilia cordata,7.0,5.0,19.6,2.1,1.7
Tilia cordata,15.0,4.0,12.6,4.5,9.3
Tilia cordata,4.5,3.0,7.1,1.3,0.8
Tilia cordata,4.5,2.5,4.9,1.3,1.1
Tilia cordata,4.5,1.0,0.8,1.3,0.8
Tilia cordata,4.5,2.0,3.1,1.3,0.8
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,10.0,10.0,78.5,3.0,4.9
Tilia cordata,3.0,1.0,0.8,0.9,1.1
Tilia cordata,3.0,1.0,0.8,0.9,0.8
Tilia cordata,3.5,1.5,1.8,1.0,0.7
Tilia cordata,5.0,2.5,4.9,1.5,1.1
Tilia cordata,16.0,8.0,50.3,4.8,15.4
Tilia cordata,3.0,1.0,0.8,0.9,0.7
Tilia cordata,5.0,4.0,12.6,1.5,1.1
Tilia cordata,5.0,4.0,12.6,1.5,1.1
Tilia cordata,5.0,2.5,4.9,1.5,1.3
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,5.0,2.5,4.9,1.5,1.3
Tilia cordata,4.0,2.0,3.1,1.2,0.8
Tilia cordata,5.0,2.5,4.9,1.5,1.3
Tilia cordata,4.5,2.5,4.9,1.3,1.1
Tilia cordata,5.0,3.0,7.1,1.5,2.4
Tilia cordata,5.0,4.0,12.6,1.5,1.1
Tilia cordata,4.0,4.0,12.6,1.2,1.1
Tilia cordata,5.0,4.0,12.6,1.5,1.1
Tilia cordata,5.0,4.0,12.6,1.5,1.1
Tilia cordata,5.0,3.0,7.1,1.5,2.4
Tilia cordata,4.5,2.5,4.9,1.3,1.1
Tilia cordata,5.0,2.5,4.9,1.5,1.3
Tilia cordata,3.5,1.5,1.8,1.0,0.7
Tilia cordata,3.5,1.5,1.8,1.0,0.7
Tilia cordata,5.5,5.0,19.6,1.7,1.7
Tilia cordata,4.0,2.0,3.1,1.2,1.0
Tilia cordata,12.0,7.0,38.5,3.6,10.3
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,4.5,3.0,7.1,1.3,0.8
Tilia cordata,2.0,1.0,0.8,0.6,0.8
Tilia cordata,4.5,2.0,3.1,1.3,0.7
Tilia cordata,4.5,2.0,3.1,1.3,0.7
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,4.5,4.0,12.6,1.3,1.6
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,4.5,2.5,4.9,1.3,1.1
Tilia cordata,6.0,4.5,15.9,1.8,2.1
Tilia cordata,5.0,3.0,7.1,1.5,1.1
Tilia cordata,4.0,1.5,1.8,1.2,0.7
Tilia cordata,6.0,5.0,19.6,1.8,2.6
Tilia cordata,6.0,4.0,12.6,1.8,1.6
Tilia cordata,6.0,4.0,12.6,1.8,1.6
Tilia cordata,5.0,2.5,4.9,1.5,1.3
Tilia cordata,4.5,2.5,4.9,1.3,1.0
Tilia cordata,6.0,4.0,12.6,1.8,2.6
Tilia cordata,7.0,4.0,12.6,2.1,1.6
Tilia cordata,8.0,8.0,50.3,2.4,3.8
Tilia cordata,11.0,10.0,78.5,3.3,4.4
Tilia cordata,10.0,8.0,50.3,3.0,4.4
Tilia cordata,13.0,10.0,78.5,3.9,6.7
Tilia cordata,14.0,12.0,113.1,4.2,9.2
Tilia cordata,13.0,12.0,113.1,3.9,9.2
Tilia cordata,4.0,7.0,38.5,1.2,2.4
Tilia cordata,6.0,7.0,38.5,1.8,3.6
Tilia cordata,10.0,8.0,50.3,3.0,4.9
Tilia cordata,7.0,9.0,63.6,2.1,7.7
Tilia cordata,4.0,1.5,1.8,1.2,0.6
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,13.0,9.0,63.6,3.9,7.7
Tilia cordata,13.0,9.0,63.6,3.9,7.7
Tilia cordata,13.0,9.0,63.6,3.9,10.8
Tilia cordata,6.0,4.0,12.6,1.8,1.6
Tilia cordata,4.0,1.0,0.8,1.2,0.4
Tilia cordata,13.0,9.0,63.6,3.9,7.7
Tilia cordata,3.0,1.0,0.8,0.9,0.4
Tilia cordata,11.0,8.0,50.3,3.3,4.4
Tilia cordata,8.0,7.0,38.5,2.4,5.1
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,8.0,7.0,38.5,2.4,5.3
Tilia cordata,10.0,5.0,19.6,3.0,3.8
Tilia cordata,5.0,4.0,12.6,1.5,4.4
Tilia cordata,5.0,4.0,12.6,1.5,4.4
Tilia cordata,5.0,4.0,12.6,1.5,4.4
Tilia cordata,5.0,4.0,12.6,1.5,4.9
Tilia cordata,5.0,4.0,12.6,1.5,3.0
Tilia cordata,18.0,12.0,113.1,5.4,8.4
Tilia cordata,5.0,4.0,12.6,1.5,2.3
Tilia cordata,12.0,11.0,95.0,3.6,8.2
Tilia cordata,5.0,4.0,12.6,1.5,4.4
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,1.0,0.5,0.2,0.3,0.8
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,4.5,4.0,12.6,1.3,1.7
Tilia cordata,5.0,4.0,12.6,1.5,1.9
Tilia cordata,19.0,11.0,95.0,5.7,16.9
Tilia cordata,19.0,11.0,95.0,5.7,16.9
Tilia cordata,5.0,4.0,12.6,1.5,1.4
Tilia cordata,7.0,6.0,28.3,2.1,2.3
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,7.0,6.0,28.3,2.1,2.6
Tilia cordata,5.0,4.0,12.6,1.5,2.4
Tilia cordata,4.0,1.5,1.8,1.2,0.7
Tilia cordata,19.0,11.0,95.0,5.7,16.9
Tilia cordata,5.0,3.0,7.1,1.5,1.3
Tilia cordata,4.0,3.0,7.1,1.2,1.0
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,4.0,3.0,7.1,1.2,1.4
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.5,4.0,12.6,1.3,1.9
Tilia cordata,6.0,6.0,28.3,1.8,2.1
Tilia cordata,5.0,1.5,1.8,1.5,1.0
Tilia cordata,6.0,6.0,28.3,1.8,2.4
Tilia cordata,4.5,1.0,0.8,1.3,0.8
Tilia cordata,4.0,1.0,0.8,1.2,0.8
Tilia cordata,4.5,1.0,0.8,1.3,0.8
Tilia cordata,4.0,4.0,12.6,1.2,1.6
Tilia cordata,4.0,3.0,7.1,1.2,1.6
Tilia cordata,5.0,4.0,12.6,1.5,1.9
Tilia cordata,4.0,1.0,0.8,1.2,0.7
Tilia cordata,4.5,4.0,12.6,1.3,1.4
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,4.0,2.5,4.9,1.2,1.0
Tilia cordata,4.0,3.0,7.1,1.2,1.3
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,4.0,1.0,0.8,1.2,0.6
Tilia cordata,5.0,4.0,12.6,1.5,1.6
Tilia cordata,7.0,6.0,28.3,2.1,3.2
Tilia cordata,4.0,2.0,3.1,1.2,1.4
Tilia cordata,4.0,2.0,3.1,1.2,1.4
Tilia cordata,5.0,3.0,7.1,1.5,1.9
Tilia cordata,10.0,8.0,50.3,3.0,3.6
Tilia cordata,4.0,2.0,3.1,1.2,2.6
Tilia cordata,3.0,1.0,0.8,0.9,1.1
Tilia cordata,7.0,6.0,28.3,2.1,2.4
Tilia cordata,3.0,1.0,0.8,0.9,1.1
Tilia cordata,6.0,4.0,12.6,1.8,1.7
Tilia cordata,5.0,3.0,7.1,1.5,1.9
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,7.0,6.0,28.3,2.1,2.4
Tilia cordata,7.0,6.0,28.3,2.1,2.4
Tilia cordata,7.0,6.0,28.3,2.1,2.4
Tilia cordata,7.0,6.0,28.3,2.1,2.4
Tilia cordata,6.0,5.0,19.6,1.8,1.9
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,6.0,5.0,19.6,1.8,1.9
Tilia cordata,6.0,4.0,12.6,1.8,1.6
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,8.0,6.0,28.3,2.4,1.9
Tilia cordata,5.0,6.0,28.3,1.5,4.4
Tilia cordata,8.0,8.0,50.3,2.4,3.8
Tilia cordata,8.0,8.0,50.3,2.4,6.0
Tilia cordata,8.0,8.0,50.3,2.4,6.0
Tilia cordata,8.0,8.0,50.3,2.4,6.0
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,8.0,8.0,50.3,2.4,6.0
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,5.0,6.0,28.3,1.5,4.4
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,8.0,6.0,28.3,2.4,1.9
Tilia cordata,5.0,2.5,4.9,1.5,1.6
Tilia cordata,6.0,4.0,12.6,1.8,2.1
Tilia cordata,7.0,11.0,95.0,2.1,4.9
Tilia cordata,5.0,6.0,28.3,1.5,3.0
Tilia cordata,8.0,8.0,50.3,2.4,4.9
Tilia cordata,6.0,5.0,19.6,1.8,1.9
Tilia cordata,7.0,6.0,28.3,2.1,2.6
Tilia cordata,7.0,6.0,28.3,2.1,2.6
Tilia cordata,9.0,5.0,19.6,2.7,6.0
Tilia cordata,7.0,5.0,19.6,2.1,6.0
Tilia cordata,6.0,6.0,28.3,1.8,4.9
Tilia cordata,6.0,6.0,28.3,1.8,5.5
Tilia cordata,6.0,6.0,28.3,1.8,4.4
Tilia cordata,6.0,6.0,28.3,1.8,5.1
Tilia cordata,4.0,2.0,3.1,1.2,1.4
Tilia cordata,9.0,5.0,19.6,2.7,6.0
Tilia cordata,6.0,6.0,28.3,1.8,5.1
Tilia cordata,4.0,1.5,1.8,1.2,0.8
Tilia cordata,6.0,11.0,95.0,1.8,7.4
Tilia cordata,8.0,7.0,38.5,2.4,5.3
Tilia cordata,14.0,8.0,50.3,4.2,8.7
Tilia cordata,4.0,2.0,3.1,1.2,1.4
Tilia cordata,4.0,2.0,3.1,1.2,1.4
Tilia cordata,4.0,2.0,3.1,1.2,1.4
Tilia cordata,5.0,5.0,19.6,1.5,2.1
Tilia cordata,9.0,8.0,50.3,2.7,6.0
Tilia cordata,9.0,8.0,50.3,2.7,6.0
Tilia cordata,7.0,5.0,19.6,2.1,6.0
Tilia cordata,7.0,6.0,28.3,2.1,2.6
Tilia cordata,7.0,5.0,19.6,2.1,1.7
Tilia cordata,7.0,5.0,19.6,2.1,4.9
Tilia cordata,7.0,5.0,19.6,2.1,4.9
Tilia cordata,7.0,5.0,19.6,2.1,3.8
Tilia cordata,6.0,4.0,12.6,1.8,1.9
Tilia cordata,6.0,4.0,12.6,1.8,1.1
Tilia cordata,8.0,6.0,28.3,2.4,2.4
Tilia cordata,8.0,4.0,12.6,2.4,1.9
Tilia cordata,8.0,4.0,12.6,2.4,1.9
Tilia cordata,8.0,4.0,12.6,2.4,1.9
Tilia cordata,8.0,4.0,12.6,2.4,2.4
